date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:03:20	151681/151681	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2020%20Dec%202015%2009:18:32%20GMT	http://webapplayers.com/inspinia_admin-v2.5/js/plugins/d3/d3.min.js	C:/My%20Web%20Sites/MyLDRP/webapplayers.com/inspinia_admin-v2.5/js/plugins/d3/d3.min.js	(from http://webapplayers.com/inspinia_admin-v2.5/c3.html)
23:03:22	146393/146393	---M-Z	200	added ('OK')	text/css	date:Sat,%2019%20Dec%202015%2015:17:08%20GMT	http://webapplayers.com/inspinia_admin-v2.5/css/plugins/summernote/summernote-bs3.css	C:/My%20Web%20Sites/MyLDRP/webapplayers.com/inspinia_admin-v2.5/css/plugins/summernote/summernote-bs3.css	(from http://webapplayers.com/inspinia_admin-v2.5/mail_compose.html)
23:03:22	142510/142510	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2018%20Dec%202015%2016:35:54%20GMT	http://webapplayers.com/inspinia_admin-v2.5/js/plugins/c3/c3.min.js	C:/My%20Web%20Sites/MyLDRP/webapplayers.com/inspinia_admin-v2.5/js/plugins/c3/c3.min.js	(from http://webapplayers.com/inspinia_admin-v2.5/c3.html)
23:03:23	53789/53789	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2019%20Dec%202015%2015:18:40%20GMT	http://webapplayers.com/inspinia_admin-v2.5/js/plugins/summernote/summernote.min.js	C:/My%20Web%20Sites/MyLDRP/webapplayers.com/inspinia_admin-v2.5/js/plugins/summernote/summernote.min.js	(from http://webapplayers.com/inspinia_admin-v2.5/mail_compose.html)
23:03:23	3021/3021	---M-Z	200	added ('OK')	text/html	date:Wed,%2012%20Nov%202014%2014:15:10%20GMT	http://webapplayers.com/inspinia_admin-v2.5/email_templates/action.html	C:/My%20Web%20Sites/MyLDRP/webapplayers.com/inspinia_admin-v2.5/email_templates/action.html	(from http://webapplayers.com/inspinia_admin-v2.5/email_template.html)
23:03:23	2923/2923	---M-Z	200	added ('OK')	text/html	date:Wed,%2012%20Nov%202014%2014:17:58%20GMT	http://webapplayers.com/inspinia_admin-v2.5/email_templates/alert.html	C:/My%20Web%20Sites/MyLDRP/webapplayers.com/inspinia_admin-v2.5/email_templates/alert.html	(from http://webapplayers.com/inspinia_admin-v2.5/email_template.html)
23:03:24	4308/4308	---M-Z	200	added ('OK')	text/html	date:Wed,%2012%20Nov%202014%2014:35:08%20GMT	http://webapplayers.com/inspinia_admin-v2.5/email_templates/billing.html	C:/My%20Web%20Sites/MyLDRP/webapplayers.com/inspinia_admin-v2.5/email_templates/billing.html	(from http://webapplayers.com/inspinia_admin-v2.5/email_template.html)
23:03:40	151080/151080	---M--	200	added ('OK')	image/jpeg	date:Sun,%2004%20May%202014%2015:16:40%20GMT	http://webapplayers.com/inspinia_admin-v2.5/img/p2.jpg	C:/My%20Web%20Sites/MyLDRP/webapplayers.com/inspinia_admin-v2.5/img/p2.jpg	(from http://webapplayers.com/inspinia_admin-v2.5/mail_detail.html)
23:03:43	113739/113739	---M--	200	added ('OK')	image/jpeg	date:Wed,%2012%20Nov%202014%2014:27:20%20GMT	http://webapplayers.com/inspinia_admin-v2.5/img/email_3.jpg	C:/My%20Web%20Sites/MyLDRP/webapplayers.com/inspinia_admin-v2.5/img/email_3.jpg	(from http://webapplayers.com/inspinia_admin-v2.5/email_template.html)
23:03:44	6736/6736	---M-Z	200	added ('OK')	text/css	date:Sat,%2019%20Dec%202015%2015:17:08%20GMT	http://webapplayers.com/inspinia_admin-v2.5/css/plugins/awesome-bootstrap-checkbox/awesome-bootstrap-checkbox.css	C:/My%20Web%20Sites/MyLDRP/webapplayers.com/inspinia_admin-v2.5/css/plugins/awesome-bootstrap-checkbox/awesome-bootstrap-checkbox.css	(from http://webapplayers.com/inspinia_admin-v2.5/form_basic.html)
23:03:47	159488/159488	---M--	200	added ('OK')	image/jpeg	date:Wed,%2012%20Nov%202014%2014:26:42%20GMT	http://webapplayers.com/inspinia_admin-v2.5/img/email_2.jpg	C:/My%20Web%20Sites/MyLDRP/webapplayers.com/inspinia_admin-v2.5/img/email_2.jpg	(from http://webapplayers.com/inspinia_admin-v2.5/email_template.html)
23:03:48	228539/228539	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2019%20Dec%202015%2015:16:50%20GMT	http://webapplayers.com/inspinia_admin-v2.5/js/jquery-ui-1.10.4.min.js	C:/My%20Web%20Sites/MyLDRP/webapplayers.com/inspinia_admin-v2.5/js/jquery-ui-1.10.4.min.js	(from http://webapplayers.com/inspinia_admin-v2.5/widgets.html)
23:03:49	13061/13061	---M-Z	200	added ('OK')	text/css	date:Sat,%2019%20Dec%202015%2015:17:08%20GMT	http://webapplayers.com/inspinia_admin-v2.5/css/plugins/chosen/chosen.css	C:/My%20Web%20Sites/MyLDRP/webapplayers.com/inspinia_admin-v2.5/css/plugins/chosen/chosen.css	(from http://webapplayers.com/inspinia_admin-v2.5/form_advanced.html)
23:03:49	3505/3505	---M-Z	200	added ('OK')	text/css	date:Sat,%2019%20Dec%202015%2015:17:08%20GMT	http://webapplayers.com/inspinia_admin-v2.5/css/plugins/colorpicker/bootstrap-colorpicker.min.css	C:/My%20Web%20Sites/MyLDRP/webapplayers.com/inspinia_admin-v2.5/css/plugins/colorpicker/bootstrap-colorpicker.min.css	(from http://webapplayers.com/inspinia_admin-v2.5/form_advanced.html)
23:03:50	203869/203869	---M--	200	added ('OK')	image/jpeg	date:Wed,%2012%20Nov%202014%2014:21:44%20GMT	http://webapplayers.com/inspinia_admin-v2.5/img/email_1.jpg	C:/My%20Web%20Sites/MyLDRP/webapplayers.com/inspinia_admin-v2.5/img/email_1.jpg	(from http://webapplayers.com/inspinia_admin-v2.5/email_template.html)
23:03:50	3329/3329	---M-Z	200	added ('OK')	text/css	date:Sat,%2019%20Dec%202015%2015:17:08%20GMT	http://webapplayers.com/inspinia_admin-v2.5/css/plugins/cropper/cropper.min.css	C:/My%20Web%20Sites/MyLDRP/webapplayers.com/inspinia_admin-v2.5/css/plugins/cropper/cropper.min.css	(from http://webapplayers.com/inspinia_admin-v2.5/form_advanced.html)
23:03:51	641/641	---M-Z	200	added ('OK')	text/css	date:Fri,%2002%20May%202014%2016:28:08%20GMT	http://webapplayers.com/inspinia_admin-v2.5/css/plugins/switchery/switchery.css	C:/My%20Web%20Sites/MyLDRP/webapplayers.com/inspinia_admin-v2.5/css/plugins/switchery/switchery.css	(from http://webapplayers.com/inspinia_admin-v2.5/form_advanced.html)
23:03:51	13997/13997	---M-Z	200	added ('OK')	text/css	date:Sat,%2019%20Dec%202015%2015:17:08%20GMT	http://webapplayers.com/inspinia_admin-v2.5/css/plugins/jasny/jasny-bootstrap.min.css	C:/My%20Web%20Sites/MyLDRP/webapplayers.com/inspinia_admin-v2.5/css/plugins/jasny/jasny-bootstrap.min.css	(from http://webapplayers.com/inspinia_admin-v2.5/form_advanced.html)
23:03:52	2984/2984	---M-Z	200	added ('OK')	text/css	date:Sat,%2019%20Dec%202015%2015:17:08%20GMT	http://webapplayers.com/inspinia_admin-v2.5/css/plugins/nouslider/jquery.nouislider.css	C:/My%20Web%20Sites/MyLDRP/webapplayers.com/inspinia_admin-v2.5/css/plugins/nouslider/jquery.nouislider.css	(from http://webapplayers.com/inspinia_admin-v2.5/form_advanced.html)
23:03:53	33679/33679	---M-Z	200	added ('OK')	text/css	date:Sat,%2019%20Dec%202015%2015:17:08%20GMT	http://webapplayers.com/inspinia_admin-v2.5/css/plugins/datapicker/datepicker3.css	C:/My%20Web%20Sites/MyLDRP/webapplayers.com/inspinia_admin-v2.5/css/plugins/datapicker/datepicker3.css	(from http://webapplayers.com/inspinia_admin-v2.5/form_advanced.html)
23:03:54	3186/3186	---M-Z	200	added ('OK')	text/css	date:Sat,%2019%20Dec%202015%2015:17:08%20GMT	http://webapplayers.com/inspinia_admin-v2.5/css/plugins/ionRangeSlider/ion.rangeSlider.css	C:/My%20Web%20Sites/MyLDRP/webapplayers.com/inspinia_admin-v2.5/css/plugins/ionRangeSlider/ion.rangeSlider.css	(from http://webapplayers.com/inspinia_admin-v2.5/form_advanced.html)
23:03:55	1859/1859	---M-Z	200	added ('OK')	text/css	date:Fri,%2002%20May%202014%2013:33:54%20GMT	http://webapplayers.com/inspinia_admin-v2.5/css/plugins/ionRangeSlider/ion.rangeSlider.skinFlat.css	C:/My%20Web%20Sites/MyLDRP/webapplayers.com/inspinia_admin-v2.5/css/plugins/ionRangeSlider/ion.rangeSlider.skinFlat.css	(from http://webapplayers.com/inspinia_admin-v2.5/form_advanced.html)
23:03:55	3741/3741	---M-Z	200	added ('OK')	text/css	date:Sat,%2019%20Dec%202015%2015:17:08%20GMT	http://webapplayers.com/inspinia_admin-v2.5/css/plugins/clockpicker/clockpicker.css	C:/My%20Web%20Sites/MyLDRP/webapplayers.com/inspinia_admin-v2.5/css/plugins/clockpicker/clockpicker.css	(from http://webapplayers.com/inspinia_admin-v2.5/form_advanced.html)
23:03:56	6767/6767	---M-Z	200	added ('OK')	text/css	date:Sat,%2019%20Dec%202015%2015:17:08%20GMT	http://webapplayers.com/inspinia_admin-v2.5/css/plugins/daterangepicker/daterangepicker-bs3.css	C:/My%20Web%20Sites/MyLDRP/webapplayers.com/inspinia_admin-v2.5/css/plugins/daterangepicker/daterangepicker-bs3.css	(from http://webapplayers.com/inspinia_admin-v2.5/form_advanced.html)
23:03:57	14909/14909	---M-Z	200	added ('OK')	text/css	date:Sat,%2019%20Dec%202015%2015:17:08%20GMT	http://webapplayers.com/inspinia_admin-v2.5/css/plugins/select2/select2.min.css	C:/My%20Web%20Sites/MyLDRP/webapplayers.com/inspinia_admin-v2.5/css/plugins/select2/select2.min.css	(from http://webapplayers.com/inspinia_admin-v2.5/form_advanced.html)
23:03:57	899/899	---M-Z	200	added ('OK')	text/css	date:Mon,%2022%20Sep%202014%2011:51:34%20GMT	http://webapplayers.com/inspinia_admin-v2.5/css/plugins/touchspin/jquery.bootstrap-touchspin.min.css	C:/My%20Web%20Sites/MyLDRP/webapplayers.com/inspinia_admin-v2.5/css/plugins/touchspin/jquery.bootstrap-touchspin.min.css	(from http://webapplayers.com/inspinia_admin-v2.5/form_advanced.html)
23:03:58	50165/50165	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2019%20Dec%202015%2015:18:40%20GMT	http://webapplayers.com/inspinia_admin-v2.5/js/plugins/chosen/chosen.jquery.js	C:/My%20Web%20Sites/MyLDRP/webapplayers.com/inspinia_admin-v2.5/js/plugins/chosen/chosen.jquery.js	(from http://webapplayers.com/inspinia_admin-v2.5/form_advanced.html)
23:03:59	25040/25040	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2019%20Dec%202015%2015:18:40%20GMT	http://webapplayers.com/inspinia_admin-v2.5/js/plugins/jsKnob/jquery.knob.js	C:/My%20Web%20Sites/MyLDRP/webapplayers.com/inspinia_admin-v2.5/js/plugins/jsKnob/jquery.knob.js	(from http://webapplayers.com/inspinia_admin-v2.5/form_advanced.html)
23:04:00	16751/16751	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2019%20Dec%202015%2015:18:40%20GMT	http://webapplayers.com/inspinia_admin-v2.5/js/plugins/jasny/jasny-bootstrap.min.js	C:/My%20Web%20Sites/MyLDRP/webapplayers.com/inspinia_admin-v2.5/js/plugins/jasny/jasny-bootstrap.min.js	(from http://webapplayers.com/inspinia_admin-v2.5/form_advanced.html)
23:04:01	46821/46821	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2019%20Dec%202015%2015:18:40%20GMT	http://webapplayers.com/inspinia_admin-v2.5/js/plugins/datapicker/bootstrap-datepicker.js	C:/My%20Web%20Sites/MyLDRP/webapplayers.com/inspinia_admin-v2.5/js/plugins/datapicker/bootstrap-datepicker.js	(from http://webapplayers.com/inspinia_admin-v2.5/form_advanced.html)
23:04:02	13152/13152	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2019%20Dec%202015%2015:18:40%20GMT	http://webapplayers.com/inspinia_admin-v2.5/js/plugins/nouslider/jquery.nouislider.min.js	C:/My%20Web%20Sites/MyLDRP/webapplayers.com/inspinia_admin-v2.5/js/plugins/nouslider/jquery.nouislider.min.js	(from http://webapplayers.com/inspinia_admin-v2.5/form_advanced.html)
23:04:02	18921/18921	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2019%20Dec%202015%2015:18:40%20GMT	http://webapplayers.com/inspinia_admin-v2.5/js/plugins/switchery/switchery.js	C:/My%20Web%20Sites/MyLDRP/webapplayers.com/inspinia_admin-v2.5/js/plugins/switchery/switchery.js	(from http://webapplayers.com/inspinia_admin-v2.5/form_advanced.html)
23:04:02	12809/12809	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2019%20Dec%202015%2015:18:40%20GMT	http://webapplayers.com/inspinia_admin-v2.5/js/plugins/ionRangeSlider/ion.rangeSlider.min.js	C:/My%20Web%20Sites/MyLDRP/webapplayers.com/inspinia_admin-v2.5/js/plugins/ionRangeSlider/ion.rangeSlider.min.js	(from http://webapplayers.com/inspinia_admin-v2.5/form_advanced.html)
23:04:03	16574/16574	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2019%20Dec%202015%2015:18:40%20GMT	http://webapplayers.com/inspinia_admin-v2.5/js/plugins/colorpicker/bootstrap-colorpicker.min.js	C:/My%20Web%20Sites/MyLDRP/webapplayers.com/inspinia_admin-v2.5/js/plugins/colorpicker/bootstrap-colorpicker.min.js	(from http://webapplayers.com/inspinia_admin-v2.5/form_advanced.html)
23:04:03	21124/21124	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2019%20Dec%202015%2015:18:40%20GMT	http://webapplayers.com/inspinia_admin-v2.5/js/plugins/clockpicker/clockpicker.js	C:/My%20Web%20Sites/MyLDRP/webapplayers.com/inspinia_admin-v2.5/js/plugins/clockpicker/clockpicker.js	(from http://webapplayers.com/inspinia_admin-v2.5/form_advanced.html)
23:04:04	17154/17154	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2012%20Dec%202014%2018:49:44%20GMT	http://webapplayers.com/inspinia_admin-v2.5/js/plugins/cropper/cropper.min.js	C:/My%20Web%20Sites/MyLDRP/webapplayers.com/inspinia_admin-v2.5/js/plugins/cropper/cropper.min.js	(from http://webapplayers.com/inspinia_admin-v2.5/form_advanced.html)
23:04:05	34737/34737	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2019%20Dec%202015%2015:18:40%20GMT	http://webapplayers.com/inspinia_admin-v2.5/js/plugins/fullcalendar/moment.min.js	C:/My%20Web%20Sites/MyLDRP/webapplayers.com/inspinia_admin-v2.5/js/plugins/fullcalendar/moment.min.js	(from http://webapplayers.com/inspinia_admin-v2.5/form_advanced.html)
23:04:06	53679/53679	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2008%20Apr%202015%2012:45:10%20GMT	http://webapplayers.com/inspinia_admin-v2.5/js/plugins/daterangepicker/daterangepicker.js	C:/My%20Web%20Sites/MyLDRP/webapplayers.com/inspinia_admin-v2.5/js/plugins/daterangepicker/daterangepicker.js	(from http://webapplayers.com/inspinia_admin-v2.5/form_advanced.html)
23:04:07	71172/71172	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2019%20Dec%202015%2015:18:40%20GMT	http://webapplayers.com/inspinia_admin-v2.5/js/plugins/select2/select2.full.min.js	C:/My%20Web%20Sites/MyLDRP/webapplayers.com/inspinia_admin-v2.5/js/plugins/select2/select2.full.min.js	(from http://webapplayers.com/inspinia_admin-v2.5/form_advanced.html)
23:04:07	9172/9172	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2022%20Sep%202014%2011:51:34%20GMT	http://webapplayers.com/inspinia_admin-v2.5/js/plugins/touchspin/jquery.bootstrap-touchspin.min.js	C:/My%20Web%20Sites/MyLDRP/webapplayers.com/inspinia_admin-v2.5/js/plugins/touchspin/jquery.bootstrap-touchspin.min.js	(from http://webapplayers.com/inspinia_admin-v2.5/form_advanced.html)
23:04:07	5649/5649	---M-Z	200	added ('OK')	text/css	date:Sat,%2019%20Dec%202015%2015:17:08%20GMT	http://webapplayers.com/inspinia_admin-v2.5/css/plugins/steps/jquery.steps.css	C:/My%20Web%20Sites/MyLDRP/webapplayers.com/inspinia_admin-v2.5/css/plugins/steps/jquery.steps.css	(from http://webapplayers.com/inspinia_admin-v2.5/form_wizard.html)
23:04:07	13634/13634	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2019%20Dec%202015%2015:18:40%20GMT	http://webapplayers.com/inspinia_admin-v2.5/js/plugins/staps/jquery.steps.min.js	C:/My%20Web%20Sites/MyLDRP/webapplayers.com/inspinia_admin-v2.5/js/plugins/staps/jquery.steps.min.js	(from http://webapplayers.com/inspinia_admin-v2.5/form_wizard.html)
23:04:08	21525/21525	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2019%20Dec%202015%2015:18:40%20GMT	http://webapplayers.com/inspinia_admin-v2.5/js/plugins/validate/jquery.validate.min.js	C:/My%20Web%20Sites/MyLDRP/webapplayers.com/inspinia_admin-v2.5/js/plugins/validate/jquery.validate.min.js	(from http://webapplayers.com/inspinia_admin-v2.5/form_wizard.html)
23:04:08	3699/3699	---M-Z	200	added ('OK')	text/css	date:Sat,%2019%20Dec%202015%2015:17:08%20GMT	http://webapplayers.com/inspinia_admin-v2.5/css/plugins/dropzone/basic.css	C:/My%20Web%20Sites/MyLDRP/webapplayers.com/inspinia_admin-v2.5/css/plugins/dropzone/basic.css	(from http://webapplayers.com/inspinia_admin-v2.5/form_file_upload.html)
23:04:09	11543/11543	---M-Z	200	added ('OK')	text/css	date:Sat,%2019%20Dec%202015%2015:17:08%20GMT	http://webapplayers.com/inspinia_admin-v2.5/css/plugins/dropzone/dropzone.css	C:/My%20Web%20Sites/MyLDRP/webapplayers.com/inspinia_admin-v2.5/css/plugins/dropzone/dropzone.css	(from http://webapplayers.com/inspinia_admin-v2.5/form_file_upload.html)
23:04:09	87341/87341	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2020%20May%202014%2009:01:12%20GMT	http://webapplayers.com/inspinia_admin-v2.5/js/plugins/dropzone/dropzone.js	C:/My%20Web%20Sites/MyLDRP/webapplayers.com/inspinia_admin-v2.5/js/plugins/dropzone/dropzone.js	(from http://webapplayers.com/inspinia_admin-v2.5/form_file_upload.html)
23:04:09	2704/2704	---M-Z	200	added ('OK')	text/css	date:Tue,%2015%20Dec%202015%2001:42:32%20GMT	http://webapplayers.com/inspinia_admin-v2.5/css/plugins/bootstrap-markdown/bootstrap-markdown.min.css	C:/My%20Web%20Sites/MyLDRP/webapplayers.com/inspinia_admin-v2.5/css/plugins/bootstrap-markdown/bootstrap-markdown.min.css	(from http://webapplayers.com/inspinia_admin-v2.5/form_markdown.html)
23:04:10	43931/43931	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2015%20Dec%202015%2001:42:32%20GMT	http://webapplayers.com/inspinia_admin-v2.5/js/plugins/bootstrap-markdown/bootstrap-markdown.js	C:/My%20Web%20Sites/MyLDRP/webapplayers.com/inspinia_admin-v2.5/js/plugins/bootstrap-markdown/bootstrap-markdown.js	(from http://webapplayers.com/inspinia_admin-v2.5/form_markdown.html)
23:04:10	59185/59185	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2018%20Dec%202015%2017:17:04%20GMT	http://webapplayers.com/inspinia_admin-v2.5/js/plugins/bootstrap-markdown/markdown.js	C:/My%20Web%20Sites/MyLDRP/webapplayers.com/inspinia_admin-v2.5/js/plugins/bootstrap-markdown/markdown.js	(from http://webapplayers.com/inspinia_admin-v2.5/form_markdown.html)
23:04:11	4003/4003	---M--	200	added ('OK')	image/png	date:Mon,%2018%20Aug%202014%2019:44:14%20GMT	http://webapplayers.com/inspinia_admin-v2.5/img/zender_logo.png	C:/My%20Web%20Sites/MyLDRP/webapplayers.com/inspinia_admin-v2.5/img/zender_logo.png	(from http://webapplayers.com/inspinia_admin-v2.5/project_detail.html)
23:04:13	7350/7350	---M-Z	200	added ('OK')	text/css	date:Sat,%2019%20Dec%202015%2015:17:08%20GMT	http://webapplayers.com/inspinia_admin-v2.5/css/plugins/codemirror/codemirror.css	C:/My%20Web%20Sites/MyLDRP/webapplayers.com/inspinia_admin-v2.5/css/plugins/codemirror/codemirror.css	(from http://webapplayers.com/inspinia_admin-v2.5/full_height.html)
23:04:17	26076/26076	---M-Z	200	added ('OK')	text/css	date:Sat,%2019%20Dec%202015%2015:17:08%20GMT	http://webapplayers.com/inspinia_admin-v2.5/css/plugins/codemirror/ambiance.css	C:/My%20Web%20Sites/MyLDRP/webapplayers.com/inspinia_admin-v2.5/css/plugins/codemirror/ambiance.css	(from http://webapplayers.com/inspinia_admin-v2.5/full_height.html)
23:04:19	23461/23461	---M-Z	200	added ('OK')	text/css	date:Sat,%2019%20Dec%202015%2015:17:08%20GMT	http://webapplayers.com/inspinia_admin-v2.5/css/plugins/fullcalendar/fullcalendar.css	C:/My%20Web%20Sites/MyLDRP/webapplayers.com/inspinia_admin-v2.5/css/plugins/fullcalendar/fullcalendar.css	(from http://webapplayers.com/inspinia_admin-v2.5/calendar.html)
23:04:20	5391/5391	---M-Z	200	added ('OK')	text/css	date:Sat,%2019%20Dec%202015%2015:17:08%20GMT	http://webapplayers.com/inspinia_admin-v2.5/css/plugins/fullcalendar/fullcalendar.print.css	C:/My%20Web%20Sites/MyLDRP/webapplayers.com/inspinia_admin-v2.5/css/plugins/fullcalendar/fullcalendar.print.css	(from http://webapplayers.com/inspinia_admin-v2.5/calendar.html)
23:04:22	32599/32599	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2019%20Dec%202015%2015:16:50%20GMT	http://webapplayers.com/inspinia_admin-v2.5/js/jquery-ui.custom.min.js	C:/My%20Web%20Sites/MyLDRP/webapplayers.com/inspinia_admin-v2.5/js/jquery-ui.custom.min.js	(from http://webapplayers.com/inspinia_admin-v2.5/calendar.html)
23:04:27	80318/80318	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2019%20Dec%202015%2015:18:40%20GMT	http://webapplayers.com/inspinia_admin-v2.5/js/plugins/fullcalendar/fullcalendar.min.js	C:/My%20Web%20Sites/MyLDRP/webapplayers.com/inspinia_admin-v2.5/js/plugins/fullcalendar/fullcalendar.min.js	(from http://webapplayers.com/inspinia_admin-v2.5/calendar.html)
23:04:28	147618/147618	---M--	200	added ('OK')	image/jpeg	date:Wed,%2028%20Jan%202015%2017:51:04%20GMT	http://webapplayers.com/inspinia_admin-v2.5/img/gallery/3.jpg	C:/My%20Web%20Sites/MyLDRP/webapplayers.com/inspinia_admin-v2.5/img/gallery/3.jpg	(from http://webapplayers.com/inspinia_admin-v2.5/profile_2.html)
23:04:29	4670/4670	---M--	200	added ('OK')	image/jpeg	etag:%22710e2afa23e64d30ef27d3c5a85c0cc1%22	https://s3.amazonaws.com/uifaces/faces/twitter/ok/128.jpg	C:/My%20Web%20Sites/MyLDRP/s3.amazonaws.com/uifaces/faces/twitter/ok/128.jpg	(from http://webapplayers.com/inspinia_admin-v2.5/lockscreen.html)
23:04:29	6505/6505	---M-Z	200	added ('OK')	text/html	date:Mon,%2010%20Nov%202014%2012:52:12%20GMT	http://webapplayers.com/inspinia_admin-v2.5/invoice_print.html	C:/My%20Web%20Sites/MyLDRP/webapplayers.com/inspinia_admin-v2.5/invoice_print.html	(from http://webapplayers.com/inspinia_admin-v2.5/invoice.html)
23:04:30	17464/17464	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2019%20Dec%202015%2015:18:40%20GMT	http://webapplayers.com/inspinia_admin-v2.5/js/plugins/nestable/jquery.nestable.js	C:/My%20Web%20Sites/MyLDRP/webapplayers.com/inspinia_admin-v2.5/js/plugins/nestable/jquery.nestable.js	(from http://webapplayers.com/inspinia_admin-v2.5/nestable_list.html)
23:04:31	147760/147760	---M--	200	added ('OK')	image/jpeg	date:Wed,%2028%20Jan%202015%2017:50:14%20GMT	http://webapplayers.com/inspinia_admin-v2.5/img/gallery/11.jpg	C:/My%20Web%20Sites/MyLDRP/webapplayers.com/inspinia_admin-v2.5/img/gallery/11.jpg	(from http://webapplayers.com/inspinia_admin-v2.5/social_feed.html)
23:04:31	19192/19192	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2019%20Dec%202015%2015:18:40%20GMT	http://webapplayers.com/inspinia_admin-v2.5/js/plugins/diff_match_patch/javascript/diff_match_patch.js	C:/My%20Web%20Sites/MyLDRP/webapplayers.com/inspinia_admin-v2.5/js/plugins/diff_match_patch/javascript/diff_match_patch.js	(from http://webapplayers.com/inspinia_admin-v2.5/diff.html)
23:04:31	2835/2835	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2019%20Dec%202015%2015:18:40%20GMT	http://webapplayers.com/inspinia_admin-v2.5/js/plugins/preetyTextDiff/jquery.pretty-text-diff.min.js	C:/My%20Web%20Sites/MyLDRP/webapplayers.com/inspinia_admin-v2.5/js/plugins/preetyTextDiff/jquery.pretty-text-diff.min.js	(from http://webapplayers.com/inspinia_admin-v2.5/diff.html)
23:04:32	389/389	---M--	200	added ('OK')	image/png	date:Fri,%2008%20Mar%202013%2012:56:36%20GMT	http://webapplayers.com/inspinia_admin-v2.5/img/flags/16/United-States.png	C:/My%20Web%20Sites/MyLDRP/webapplayers.com/inspinia_admin-v2.5/img/flags/16/United-States.png	(from http://webapplayers.com/inspinia_admin-v2.5/i18support.html)
23:04:33	414/414	---M--	200	added ('OK')	image/png	date:Fri,%2008%20Mar%202013%2012:56:26%20GMT	http://webapplayers.com/inspinia_admin-v2.5/img/flags/16/Spain.png	C:/My%20Web%20Sites/MyLDRP/webapplayers.com/inspinia_admin-v2.5/img/flags/16/Spain.png	(from http://webapplayers.com/inspinia_admin-v2.5/i18support.html)
23:04:33	1084/1084	---M--	200	added ('OK')	image/png	date:Fri,%2008%20Mar%202013%2012:55:00%20GMT	http://webapplayers.com/inspinia_admin-v2.5/img/flags/32/Abkhazia.png	C:/My%20Web%20Sites/MyLDRP/webapplayers.com/inspinia_admin-v2.5/img/flags/32/Abkhazia.png	(from http://webapplayers.com/inspinia_admin-v2.5/i18support.html)
23:04:34	1050/1050	---M--	200	added ('OK')	image/png	date:Fri,%2008%20Mar%202013%2012:55:02%20GMT	http://webapplayers.com/inspinia_admin-v2.5/img/flags/32/Afghanistan.png	C:/My%20Web%20Sites/MyLDRP/webapplayers.com/inspinia_admin-v2.5/img/flags/32/Afghanistan.png	(from http://webapplayers.com/inspinia_admin-v2.5/i18support.html)
23:04:34	220188/220188	---M--	200	added ('OK')	image/jpeg	date:Wed,%2028%20Jan%202015%2017:50:30%20GMT	http://webapplayers.com/inspinia_admin-v2.5/img/gallery/9.jpg	C:/My%20Web%20Sites/MyLDRP/webapplayers.com/inspinia_admin-v2.5/img/gallery/9.jpg	(from http://webapplayers.com/inspinia_admin-v2.5/social_feed.html)
23:04:35	1099/1099	---M--	200	added ('OK')	image/png	date:Fri,%2008%20Mar%202013%2012:55:02%20GMT	http://webapplayers.com/inspinia_admin-v2.5/img/flags/32/Aland.png	C:/My%20Web%20Sites/MyLDRP/webapplayers.com/inspinia_admin-v2.5/img/flags/32/Aland.png	(from http://webapplayers.com/inspinia_admin-v2.5/i18support.html)
23:04:35	1184/1184	---M--	200	added ('OK')	image/png	date:Fri,%2008%20Mar%202013%2012:55:02%20GMT	http://webapplayers.com/inspinia_admin-v2.5/img/flags/32/Albania.png	C:/My%20Web%20Sites/MyLDRP/webapplayers.com/inspinia_admin-v2.5/img/flags/32/Albania.png	(from http://webapplayers.com/inspinia_admin-v2.5/i18support.html)
